date,user_id,message
2022-01-01 08:45:00,stickguy,"['\n', '\nthe Ford dealer had a nice silver/gray one in the showroom. MSRP only $91K. My wife said no. ']"
2022-01-01 08:47:00,stickguy,"['\nBenjamin, yes I took the 3 years at 0% financing. I put down some money so the payment is ""only"" $627. seems absurd but at least it isn\'t a lease, so at the end of the 36 months I own it outright instead of having nothing.', 'I look at it as just paying cash. ']"
2022-01-01 08:58:00,roadburner,"['\n', '\n', '\n']"
2022-01-01 09:16:00,oldfarmer50,"['\n', '\nIt’s going to be 50 for two days in NY so bring your t-shirt. ', 'What’s the fire situation out there? ']"
2022-01-01 09:22:00,tifighter,"['\n', '\n', '\n']"
2022-01-01 09:24:00,oldfarmer50,"['\n', '\n', '\n', 'I’m curious, on a restored pollution choked year like that, do they remove the pollution controls and install something better? I believe I asked this before and someone told me that it depends on the state laws but I can’t imagine buying a car with 1974 pollution controls still intact. It would be a drivability nightmare. ']"
2022-01-01 10:30:00,roadburner,"['\n', '\nI’m curious, on a restored pollution choked year like that, do they remove the pollution controls and install something better? I believe I asked this before and someone told me that it depends on the state laws but I can’t imagine buying a car with 1974 pollution controls still intact. It would be a drivability nightmare. ', 'I had an ""Expert"" in another topic tell me that my 2002 would have run just as well if it had all the OEM pollution controls- of course he had never driven a BMW of that vintage with OR without pollution controls. I have, and you immediately removed the EGR garbage and the vacuum retard on the distributor to make the car an enjoyable drive. ']"
2022-01-01 10:46:00,Michaell,"['\n', '\nI think they are under control, or contained. ']"
2022-01-01 11:03:00,sda,"['\nIt is 75 and cloudy today. Rain tomorrow, high in the 40s Monday. Needed to get out of the house. I was a little surprised to find most car dealers open today as they have sparse inventory. I guess a sale is a sale. ']"
2022-01-01 11:37:00,jmonroe1,"['\n', '\n', '\n', '\n']"
2022-01-01 11:39:00,roadburner,"['\n', '\n', '\n', '\n', 'I removed the catalyst on my M6; it ran better and the exhaust had a wonderful rumble. I removed every emission control on the SBC in my Monte Carlo. ']"
2022-01-01 11:41:00,jmonroe1,"['\n', '\n', '\n', '\n']"
2022-01-01 11:51:00,corvette,"['\n', ' ']"
2022-01-01 12:00:00,explorerx4,['\nThat guy was banned years ago. ']
2022-01-01 12:08:00,corvette,"[""\nInteresting that C&D got the 5.9 second 0-60 time in the Maverick even though they said their tester lacked the shorter gearing of the 4k Tow Package. Anyway, here's a 2021 recap:"", '2021 punch list (total 35):', '01/05/21 dad23 2021 Toyota Tacoma TRD Off-Road (39 month lease)', '01/23/21 explorerx4 2020 Ford Explorer XLT', '02/14/21 js06gv 2019 Jeep Wrangler Rubicon 17k ', '02/27/21 tbirdmarco’s mom 2021 Hyundai Kona SEL AWD (lease)', '03/04/21 qbrozen 2021 Chevrolet Camaro SS (lease)', '03/17/21 rny421 2021 Audi E-tron (3/36k lease)', '03/20/21 tifighter 2021 Tesla Model Y LR', '03/23/21 laurasdada 2021 Audi A7 PHEV Premium Plus', '03/27/21 breld 2021 VW Tiguan SE w/pano roof (son)', '03/29/21 abacomike 2021 Genesis G90', '04/03/21 carnaught 2021 BMW 330i M-sport', '04/11/21 mrwhipple311 1997 BMW Z3 80k', '04/18/21 graphicguy 2021 Acura TLX A-spec', '04/24/21 henryn 2019 Chrysler Pacifica Touring 61k', '04/28/21 breld 2021 Polestar 2 (39/39k lease)', '05/21/21 henryn 2013 Ford F-150 76k', '05/23/21 28firefighter 2021 Jeep Wrangler 4xe (lease)', '06/29/21 mjfloyd1 2021 Audi Q7 3.0T Prestige 7.2k', '06/30/21 breld 2021 Volvo XC90 T6 R-design', '07/11/21 jpp75 2022 Land Rover Defender 90 X', '07/17/21 qbrozen 2021 Jeep Wrangler 4xe (lease)', '08/10/21 sb55 2021 Toyota Venza Limited', '08/25/21 mjfloyd1 2021 Jeep Wrangler 4xe', '09/08/21 breld 2021 Tesla Model Y', '09/08/21 mjfloyd1 2021 Jeep Wrangler 4xe', '09/16/21 au1994 2021 Jeep Wrangler 4xe (lease?)', '09/17/21 tifighter 2021 Tesla Model 3 Performance', '10/16/21 boomchek 2021 Subaru WRX', '10/16/21 qbrozen 2010 Ford Escape AWD V6', '10/18/21 28firefighter 2021 Tesla Model 3 SR+ (lease)', '10/29/21 breld 2022 BMW m340i xdrive (scheduled 10/30)', '12/03/21 mrwhipple311 2022 Hyundai Santa Cruz SEL Premium', '12/06/21 qbrozen 2022 Ford Mach-E ', '12/21/21 au1994 2011 BMW 328', '12/31/21 stickguy 2022 Ford Maverick Lariat FWD 2.0T', 'Did I miss anybody? If not, ', ' guessed 35. ', 'As you can see, ', ' was busy leveling up his house game, but still managed to work in a quite restrained 5 punches. Some of you also predicted the number of ', ' punches, and the winner there was ', ', who was the first to predict 5 punches. Honorable mention to ', ' for being the second to predict 5. ']"
2022-01-01 12:16:00,28firefighter,"['\n', '\n']"
2022-01-01 12:52:00,stickguy,"['\na hearty Golf clap all around.', 'and I told you people I was good for one this year. ']"
2022-01-01 13:04:00,jmonroe1,"['\n', '\n', '\n', '\n']"
2022-01-01 13:39:00,roadburner,"['\n', '\n', '\n', '\n', 'I think it was worse with the Euro cars; things didn\'t improve until Germany imposed emission standards. I recall a picture of the Munich plant from the early \'80s- engines were labeled ""USA"" and ""Normal."" ']"
2022-01-01 13:39:00,nyccarguy,"['\n', '\n']"
2022-01-01 14:17:00,roadburner,"['\n33 for me; 4 for ', ' ']"
2022-01-01 14:20:00,fintail,"['\nMB was the same way, detuned USDM/NA market cars, to the point of not even offering the larger engine options here. As most know, this led to a thriving grey market, which led to MBUSA abiding by the real golden rule, and cozying up to corrupt politicos and regulators to buy the 25 year rule, idiocy which exists to this day.', ""One of my earlier car-related memories is seeing my dad in the driveway, removing emissions junk from my mom's mid-70s T-Bird. According to him, the emasculated 460 in that beast was happier when allowed to breathe more free. I don't recall him taking similar action with his Horizon, must have been tuned better."", '\nI think it was worse with the Euro cars; things didn\'t improve until Germany imposed emission standards. I recall a picture of the Munich plant from the early \'80s- engines were labeled ""USA"" and ""Normal.""', ' ']"
2022-01-01 15:08:00,corvette,"['\n', ""\nSounds like you're planning on hoarding an entire fleet of M2 Comps. ""]"
2022-01-01 15:26:00,au1994,"['\n33 for my guess and yes, my 4xe is a lease. ']"
2022-01-01 15:30:00,stickguy,['\n32 and 4 for my guess. ']
2022-01-01 16:39:00,oldfarmer50,"['\n', '\nNow that you can get that motor in a box you can drop it right into your Maverick and be the envy of the neighborhood. ']"
2022-01-01 16:51:00,oldfarmer50,"['\nI don’t know why but I’m intrigued by this one. 135k shouldn’t be too much on a Toyota and it has the magic transmission. Looks to be too cheap though. What am I missing?', ' ']"
2022-01-01 16:53:00,xwesx,"['\n', '\nWow; a large wildfire this time of year?! The world is truly falling apart. ', ' ']"
2022-01-01 16:55:00,xwesx,"['\n', '\nLooks GREAT! Bet it feels great to have it after the long wait.', ' ']"
2022-01-01 16:56:00,corvette,"['\n', '\nThe fact that it only has one very clean looking photo plus the low price scream ""scam"" to me. ']"
2022-01-01 17:04:00,xwesx,"['\n', ""\nWe're finally colder than you again. The way it should be. -15 here currently, and should slip another 15 degrees by Monday. ""]"
2022-01-01 17:09:00,xwesx,"['\n', ""\nThat is so true, too! I went against my (better?) judgement and figured that something like a car shortage and ridiculously inflated prices were no barriers to this group's proclivity to buy cars!"", ' ']"
2022-01-01 17:10:00,xwesx,"[""\nAs for 2022, I think we'll bump a little this time around. Heck, I might even squeak one in with all the trouble I'm having with the Q7. "", ""I'll go 37."", 'The breld number? That is an awfully large garage to fill.... 6. ']"
2022-01-01 17:23:00,Michaell,"['\n', '\nAbout 6000 acres. The area had wind gusts in excess of 100 MPH; a power line was blown over and started the fire. ', ' ']"
2022-01-01 17:37:00,carnaught,"['\n', ', I say 36, 4 for breld.', 'BTW, thank you for being the official record keeper/manager and doing a great job at it! ']"
2022-01-01 17:46:00,oldfarmer50,"['\n', '\nYeah, there you go spoiling my dreams. ', ' ']"
2022-01-01 17:50:00,Michaell,"['\n2022 predictions:', '36 for the group', '3 for ', ' ']"
2022-01-01 18:01:00,jmonroe1,"['\n', '\nI guess in your neck of the woods you guys would just freeze it to death. 😀', 'jmonroe ']"
2022-01-01 18:02:00,stickguy,"['\n', '\nmissing a few pictures and a thorough inspection? But if that is clean, it is a good looking deal. I would have snagged that if it checked out. ']"
2022-01-01 18:06:00,jmonroe1,"['\n', '\nIf we were nice guys we’d get him a gas card for his gas guzzling truck.', 'jmonroe ']"
2022-01-01 18:15:00,kyfdx,"['\n', ' ', ""I didn't guess, last year?"", ""In that case, I won't guess this year, either. "", ' ']"
2022-01-01 18:30:00,cdnpinhead,"['\n', 'This is most certainly true.', ' ']"
2022-01-01 19:53:00,corvette,"['\n', ""\nDoesn't look like it. I don't guess, either, but I will put out there that I think the guesses of 3-4 for "", ' wildly underestimate him. ', ""\nUnofficial, lol, I'm not on the Edmunds payroll! And thanks, I try, but I do miss a few every now and then. ""]"
2022-01-01 20:01:00,fintail,"['\nHas been for years. ', '2022 promises to be much better:', '\n']"
2022-01-01 20:03:00,stickguy,"['\nhey, people are probably full of protein. waste not, want not. ']"
2022-01-01 20:32:00,qbrozen,"['\n', '\n']"
2022-01-01 20:38:00,qbrozen,"['\n', '\n']"
2022-01-01 21:33:00,stickguy,['\nI watched enough Car Wizard videos working on these to know better than fall for that low price. ']
2022-01-02 01:28:00,tjc78,"['\n', '\n', '\n']"
2022-01-02 04:22:00,benjaminh,"[""\n29/2. I'm guessing low because of the continuing low supply and high prices. ""]"
2022-01-02 05:05:00,oldfarmer50,"['\n', '\nWow, I’d forgotten that 2022 was the dystopian future in that film.', 'When I first saw that movie in the theaters I thought Charlton Heston was old compared to me but now I’m a contemporary of Edward G. Robinson. ']"
2022-01-02 05:10:00,oldfarmer50,"['\n', '\nDidn’t those come from the factory broken? Hoovie suffered with some of those as I recall. ']"
2022-01-02 05:37:00,ab348,"[""\nI really enjoy Harry Metcalfe's channel on YouTube, Harry's Garage. Spent part of last night catching up on a number of his videos from the last year. If you are so inclined, check out his two multi-part Jaguar adventures, with the Project 8 sedan but especially his jaunt to France in the P7. That one turned into quite the adventure near the end. The scenery and settings in those are beautiful too."", 'But what really surprised me was his review of the Civic Type R ""Sportline"", which is sold in the UK as a more ""adult"" version of the Type R with scaled-back styling cues but the same powertrain and suspension. Sounds appealing, but Harry absolutely destroyed the styling job. Once he got behind the wheel though, he absolutely loved it. ', ' ']"
2022-01-02 05:46:00,explorerx4,"['\nEdward G Robinson in Soylent Green, the last man who could read. ']"
2022-01-02 06:47:00,tjc78,"['\n', '\n', '\n']"
2022-01-02 08:11:00,fintail,"[""\nThose old Bentleys and their Rolls-Royce relatives have always attracted me, but I know better - purchase price is just the first payment. They have endless presence, but I'd probably be more likely to buy that low mileage 600 SEL I posted in the project car thread (car apparently sold)."", ""I'll be entering some kind punch this spring, either buying the wagon or flipping it into something else. ""]"
2022-01-02 08:30:00,jmonroe1,"['\n', '\nLooks like somebody tried to mod up something to look like a Genny to me. They couldn’t even get the badge size right. ', 'jmonroe ']"
2022-01-02 10:18:00,28firefighter,"['\n', '\n']"
2022-01-02 10:36:00,tjc78,"['\n', '\n']"
2022-01-02 11:22:00,breld,"['\n', '\nI agree with this…Q has a lot of momentum! ']"
2022-01-02 11:29:00,breld,"['\nJust getting caught up on posts…we spent the week between Xmas and New Years at Disneyland. It was rainy most of the time while we were there, but still nicer than coming back to snow and single digits here in the Denver metro area, not to mention the fires that devastated some neighborhoods that were quite close to one of our old neighborhoods in the northern metro area. ', 'Congrats ', ' on the Maverick! Looks nice. ', 'Got to drive a little bit in the snow both with the XC90 and M340i…both performed well with their snow tires. ', 'I don’t anticipate a high punch count for 2022, but you never know. My wife seems to be considering filling up the empty spot on her side of the garage (I notice she parks her M340i to one side so as not to get used to using the entire 2 spaces ', ' ). And I know I want a sports/sporty car on my side. A lot of it depends on when/whether the used market comes back down to earth. I miss the days of finding gems out there for a good buy. ']"
2022-01-02 12:54:00,stickguy,"['\nsat down last night and read the owners manual. Learned a few things. then went out this afternoon and set some stuff up and went into every menu and settings. Pretty much have it set up, for now. Phones paired, which was easy. Very intuitive. ', 'had a big pile of stuff to put into it and discovered it has a lot of storage space. Big glove box, and lots of nooks and crannies. I got out a big tarp and an old UHaul packing blanket, and a big container of bungee cords, and all that fit in the under seat storage cubby (only took 1 side, I have the other have for something else). Have not even needed to use the big center compartment yet.', 'even tried out the XM app and Amazon prime music through carplay. Both just fired right up. Will likely just listen to FM normally around town (being close to Philly there are actually a lot of stations to pick from) since it is easier that pulling out the phone. Though I have not yet determined if I can stream something like pandora via Bluetooth. That can be for next time. I did add a bunch of favorites to the XM app though.', 'slow progress! ']"
2022-01-02 13:30:00,xwesx,"['\n', '\nNo insider guessing. ', ' ']"
2022-01-02 13:59:00,tjc78,"['\n', '\n', '\n', '\n']"
2022-01-02 14:01:00,stickguy,"[""\nI will predict 1 for me. though if the 1 is a house, might not be any cars! But probably 1 of those. Either a flip of the Maverick, or (possibly and) some sort of toy joins the stable. But that won't happen before we move. Probably. Maybe. ""]"
2022-01-02 14:01:00,tjc78,"['\n', '\n']"
2022-01-02 14:01:00,qbrozen,"[""\nGood result here. Can't get any closer to mine than this in terms of model, history, and condition. Tossup as to which would do better. I've found internet folks typically seem fonder of the '67. I do have a better color, slick top, and cleaner chassis, as well. And, yes, I'm talking about when mine is back together and running. This '68 has a center console, which is considered desirable. "", ' ']"
2022-01-02 14:07:00,stickguy,"['\n', '\nwell, that one is a whole year newer. So less depreciation!', 'Not a bad looking car though. ']"
2022-01-02 14:23:00,explorerx4,"[""\nStyle changed for the better in 68. That's when the classic B body style started. ""]"
2022-01-02 17:19:00,qbrozen,"['\n', '\n', '\n', '\n', '\n']"
2022-01-02 17:36:00,explorerx4,"['\n1968, year of the iconic Charger and Roadrunner. Sorry. ']"
2022-01-02 17:55:00,qbrozen,"[""\nwell, we're talking Coronets here. lol."", ""As for the Charger, I personally prefer the '69 with the split grille. ""]"
2022-01-02 18:19:00,oldfarmer50,"['\n', '\nI have read that the ‘67 is becoming more collectible, I assume because performance versions were not as numerous. If anything it would be worth more.', 'How much do you have into it at this point? ']"
2022-01-02 18:43:00,corvette,"['\n', '\n', '\n']"
2022-01-02 18:59:00,stickguy,"['\nthat works if you want to trade it in on another car, as long as your state gives a sales tax credit. You pay the tax on the buyout, but save it on your purchase. Just takes a lot longer! ']"
2022-01-02 19:13:00,corvette,"['\nImagine lighting ', ' on fire just by taking your car on a road trip. ']"
2022-01-02 19:27:00,Sandman6472,"[""\nDrove an Ecoboost Ford 5-door wagon at work today, the EcoSport(?), and I was truly underwhelmed. Hit the accelerator and the thing just didn't want to move much, very sluggish acceleration which got annoying very quickly on I-95 in West Palm. What is Ford thinking here? Great size vehicle though but the rear door opens in a truly odd way. As much as I like the size & interior space, just not something I'd ever consider after having owning my Golf. "", ""Sat in a new 2022 Mini Cooper CountrymanS at the dealer this week & again, found I like it. A bit on the expensive side unfortunately but do like the size. But since the chip situation seems like it'll stretch into 2023, just going to stay the course & pray that nothing major goes wrong. That goes for both vehicles...just keep 'em until things calm down and then go from there. ""]"
2022-01-02 19:42:00,corvette,"['\n', "" - the EcoSport was previously offered with a three cylinder turbocharged engine. Apparently in 2022, they made AWD standard and offer it only with a four cylinder normally aspirated engine. Both seem to be very underwhelming, based on the reviews I've seen. ""]"
2022-01-02 20:01:00,stickguy,['\nit is not a good car. IIRC I think it was some poor country cheapo car they spiffed up a little to sell here. ']
2022-01-02 20:06:00,qbrozen,"['\n', '\n', '\n']"
2022-01-02 20:36:00,corvette,"['\n', '\nKind of like the current Ranger? ', ' ']"
2022-01-02 20:49:00,stickguy,['\nyou could look at it that way! ']
2022-01-02 22:52:00,breld,"['\n', '\n', '\n', '\n', 'The XC90 is financed, and the Polestar is leased. ', 'Out of curiosity, what could the Volvo dealership interest you in? ']"
2022-01-03 02:30:00,tjc78,"['\n', '\n', '\n']"
2022-01-03 02:53:00,oldfarmer50,"['\n', '\nThe first time I drove one of those I was not impressed either but I have subsequently driven others that seemed to have more power. Maybe they have different versions.', 'I know the first EcoSport I drove have a very cheap looking interior and for me to notice that it must have been really cheap. ']"
2022-01-03 03:00:00,oldfarmer50,"['\n', '\n', '\n', 'So you’re thinking of $5k more to sort it all out? I guess it’ll be a wash as far as getting all your money back but as I said before, do it for your own enjoyment if you can afford it. ', 'My buddy had a ‘67 Plymouth Fury with the 440 and the seat of your pants thrill you got driving that thing was something a modern car just can’t match. ']"
2022-01-03 04:56:00,explorerx4,"['\nEcosport was from India, Ranger was ROW. ']"
2022-01-03 05:56:00,mjfloyd1,"['\n', '\n']"
2022-01-03 06:05:00,au1994,"['\n', '\nThat would be very tempting… ']"
2022-01-03 09:53:00,andres3,"['\n', ""\nNew motor is $14,200 from Audi. The rest is labor and miscellaneous parts; lots of labor for this V6 longitudinally mounted engine. Then there's Tax which in CA is 7.75% (or more if you live somewhere with higher local taxes). "", 'I agree the buyback or appeal to goodwill are just super long shots; like a 500+ foot homerun at least. ', ""My shop's labor rate is less than half the Audi dealerships. "", ""Is abuse the same as neglect? If the facts were on my side I'd fight, but I don't like fighting losing battles. If the provable facts align, then I'll fight for justice to be served as hard as anyone. ""]"
2022-01-03 09:55:00,andres3,"['\n""The S4 is great until something breaks, and then it\'s $1-$2K"" - Facebook B8/B8.5 Audi S4 Poster', 'Oh to be naïve and young again! ']"
2022-01-03 09:58:00,stickguy,"['\nAndre, what series is a 2021 S4? That a different design than yours? I assume same drivetrain though. ']"
2022-01-03 10:00:00,andres3,"['\n', ""\nIt's a B9, and different drive train entirely. Went from supercharger to turbo, and uses a ZF-8 speed auto instead of DSG. Still a 3.0 V6 but I think that's the only similarity. "", ""Every review I've read of it when saying they like it as compared to the older version includes caveats:\n"", ' ']"
2022-01-03 10:06:00,Sandman6472,"[""\nWe like our Audi when it's working fine. Mechanic finally found the coolant leak, a smallish plastic part which luckily Audi had in it's parts department. All is fine now and we'll just move on until the next issue, if any. Hoping to keep it another few years or at least until she hits 100K miles. Then we shall see what the next move is. But I do know one thing, we're coming back to either a Japanese or Korean vehicle for their reliability and longer warranty. "", ""But currently, both vehicles are working fine with no issues except I need to replace the strut that holds up the Golf's hood. Hear it's not too difficult to replace but will need a friend's help to get it done. Luckily one of my co-workers is very handy and says he can help me once I get the part from VW. ""]"
2022-01-03 10:09:00,stickguy,['\nI can verify from personal experience that the new S4 is absurdly fast. ']
2022-01-03 10:30:00,breld,"['\n', '\nWhy resist? ', ' ']"
2022-01-03 10:42:00,stickguy,"['\nI see no reason, if you got the $! ']"
2022-01-03 12:00:00,mjfloyd1,"['\n', '\n', '\n']"
2022-01-03 12:03:00,explorerx4,"['\nWindshield treatment = Windex? ', ' ']"
2022-01-03 12:04:00,mjfloyd1,"['\n', '\n', '\n']"
2022-01-03 12:43:00,qbrozen,"['\n', '\n', ' ']"
2022-01-03 12:50:00,cdnpinhead,"[""\nIt's a P. T. Barnum moment. Something tells me that there will be many more. ""]"
2022-01-03 12:51:00,jmonroe1,"['\n', '\nI was waiting for someone to say that. Why am I not surprised it was you? ', 'jmonroe ']"
2022-01-03 12:58:00,jmonroe1,"['\n', '\n', '\n', 'Good description and only buyers on steroids would fall for that.', 'jmonroe ']"
2022-01-03 14:38:00,mjfloyd1,"['\n', '\n']"
2022-01-03 15:08:00,corvette,"['\n', '\n', '\n']"
2022-01-03 15:09:00,roadburner,['\nIt IS the most Buick-like of BMWs... ']
2022-01-03 15:11:00,stickguy,['\ndang. Buicks used to be good looking. what happened? ']
2022-01-03 15:25:00,28firefighter,"[""\nSigh. Looks like all the PNW dealers that were dealing on 4xEs are no more - so I'm looking at shipping from the east coast which significantly complicates matters and adds cost in the form of shipping."", 'Was really hoping to cash out the equity and get another one, but alas, may not be worth the hassle...I hate shipping cars cross country right now. ']"
2022-01-03 16:02:00,mjfloyd1,"['\n', '\nI thought clutch had something out west??', ' ']"
2022-01-03 16:07:00,28firefighter,"[""\nThey're at about 8%, but markup the MF by .00040 and then I'd still have to ship. Would eat up the savings. I can get 500 under invoice here, but not really worth it to flip for that. ""]"
2022-01-03 16:11:00,xwesx,"['\nRoad trip, road trip, road trip! ', ' ']"
2022-01-03 16:25:00,qbrozen,"['\n', '\nJust revel in the fact that you were the OG who got one of the cheapest deals. ']"
2022-01-03 16:53:00,mjfloyd1,"['\n', '\n', '\n']"
2022-01-03 16:58:00,andres3,"['\n', '\nApparently, irresponsible people like irresponsibly fast. I guess another way of saying absurdly fast. Both descriptors would probably be good for sales for people looking for something fast. ']"
2022-01-03 17:33:00,jmonroe1,"['\n', '\nIs there a dentist in here? That thing needs braces.', 'jmonroe ']"
2022-01-03 17:38:00,jmonroe1,"['\n', '\nIf you can get a good deal see what your poster buddy ', ' can do for you about shipping. However, I imagine he’d be looking for a whopper of a tip for driving it that far.', 'jmonroe ']"
2022-01-03 17:59:00,oldfarmer50,"['\n', '\nIn the current market they probably spit on the windshield like that picture of the squeegee man and charge you $1000. ']"
2022-01-03 18:01:00,Sandman6472,"[""\nFor the second year in a row, I'll have driven just around 3K miles or just a tad over. How should this possibly effect my insurance rates for the following year? Did get a ticket for going around a couple of stopped vehicles not going on the green arrow. I paid a lawyer to go to court for me where I got no fine or points, basically nothing from what the lawyer said."", ""Hoping that won't have any implication and that my driving so few miles will help lower it a bit. During the year, seems we got a couple of checks back from our company, but not sure why. We each pay under $1K for insurance right now. Not really sure how they rate the north Broward County to be honest. But, I wouldn't mind paying a bit less each year. Do think that eventually, when I stop working, we might go down to just one vehicle but not sure when that will be. At 67, feel like if my health holds out, I might want to keep my job at Enterprise for awhile. We still have a few guys in their mid 80's doing it a couple days a week. And a couple that probably should hand over their keys if you know what I mean! My son asked me over the weekend how I like it and told him it's not like a real job...it's like hanging out with your buddies,having a few laughs, and oh yeah, we have to move some vehicles from here to there. I feel like I've known these guys for years and we just get each other...I can honestly say we laugh a good 80% of the time. The folks I rode with Sunday were from different crews and I could tell the difference immediately. All business & not much joking around so I just went along with the program. Am so glad they kept a part of our old group together after we came back from our furlough but think we all asked for each other when the big boss asked where he should put us. He knows we work well together and get the job done with no fuss...our liking each other is just the icing on the cake, so to speak!"", ""Hoping that I'll be doing more Sundays until season ends as my wife will be working Sundays during tax season anyways and the extra pay is a nice addition. Got a bunch of small projects we need done around here since we're staying for at least another 5 or so years plus our kitchen and master bath both need some serious attention. And am hoping with the kitchen, the wife throws the decision making to me like with the guest bath many years ago. Got it done with my contractor just a bit over budget and it still looks nice. I think with $10K or so, it could turn out very nice & something we could enjoy as long as we're staying put. Nothing like out of a magazine but functional with nice finishes that she'll like. Not over the top though. ""]"
2022-01-03 18:05:00,oldfarmer50,"['\n', '\nYou’d have to get my wife’s permission first. I could put you in touch with an 82 year old ex-trucker who I work with. He made a round trip from Albany NY to Tampa FL and back in 42 hours once and he drove to Alaska just for fun TWICE. ']"
2022-01-03 18:38:00,nyccarguy,"['\n', '\n', '\n']"
2022-01-03 20:17:00,28firefighter,"['\n', '\n']"
2022-01-03 20:29:00,28firefighter,"['\n', '\n']"
2022-01-04 05:28:00,qbrozen,"['\n', ""\nI know this is not a popular option, but I've swapped batteries in iphones several times with very positive results. Plenty of youtube videos you can follow, and you can buy a battery on amazon that comes with a toolkit to get the job done. ""]"
2022-01-04 05:32:00,stickguy,"['\nThere are a few repair shops near me that do it. I think by the time it’s needed most people just feel like a new phone instead and take the trade in.', 'This group really shouldn’t judge for doing that! ']"
2022-01-04 05:50:00,qbrozen,['\nI just meant not a popular option for folks to do it themselves. Pretty sure cracking open a phone scares the general public more than opening the hood to their car. lol. ']
2022-01-04 05:53:00,corvette,"['\n', '\n']"
2022-01-04 05:56:00,qbrozen,"['\n', '\nYup. Comes loose with a little heat. It is surprisingly easy to do.', ""Was $49 the whole job or just the labor? $49 would be very cheap, and I'd opt for that next time. I thought it was usually at least $99. ""]"
2022-01-04 07:01:00,graphicguy,"['\n', ' …..well dang….that sux!', 'Doesn’t help you, but I can commiserate. The S4 DSG SC V6 I had 10 years ago was troublesome from the get go from new. Fun when it ran right. They’re fragile. That’s for certain….especially for an alleged performance sedan.', 'Instead of throwing major $$$$$ at it, have you checked what it’s worth as is? ']"
2022-01-04 07:57:00,28firefighter,"['\n', ""\nYeah, I've done it before. Wasn't my favorite thing in the world and I was paranoid I'd irreparably damage something causing me to (1) not have a phone, and (2) make the phone worth nothing. Seemed worth spending the extra to have someone else do it until T-Mobile offered me some crazy amount of money on trade. ""]"
2022-01-04 08:21:00,nyccarguy,"['\n', '\nSo we have resorted to ""iPhone Flipping"" now? ', ' ']"
2022-01-04 08:52:00,jmonroe1,"['\n', '\nAnd neither one works without a battery. A replacement battery along with a hammer and chisel is a lot cheaper than a 2 or 3 year contact for a new phone.', 'jmonroe ']"
2022-01-04 08:54:00,corvette,"['\n', '\n']"
2022-01-04 09:00:00,jmonroe1,"['\n', '\nHammer and chisel.', 'jmonroe ']"
